node_id,journal_name
journal_Medicine and science in sports and exercise,Medicine and science in sports and exercise
journal_JACC. Asia,JACC. Asia
journal_Iranian journal of parasitology,Iranian journal of parasitology
journal_Frontiers in fungal biology,Frontiers in fungal biology
journal_NPJ Parkinson's disease,NPJ Parkinson's disease
journal_Analytica chimica acta,Analytica chimica acta
journal_Journal of psoriasis and psoriatic arthritis,Journal of psoriasis and psoriatic arthritis
journal_Planta,Planta
journal_Psychoradiology,Psychoradiology
journal_The Pan African medical journal,The Pan African medical journal
journal_Biogerontology,Biogerontology
journal_British journal of cancer,British journal of cancer
journal_Radiology case reports,Radiology case reports
journal_Open biology,Open biology
journal_The primary care companion for CNS disorders,The primary care companion for CNS disorders
journal_The journal of evidence-based dental practice,The journal of evidence-based dental practice
journal_BMC veterinary research,BMC veterinary research
journal_Journal of critical care,Journal of critical care
journal_Journal of trial and error,Journal of trial and error
journal_New journal of chemistry = Nouveau journal de chimie,New journal of chemistry = Nouveau journal de chimie
journal_The Journal of emergency medicine,The Journal of emergency medicine
journal_Euroasian journal of hepato-gastroenterology,Euroasian journal of hepato-gastroenterology
journal_Journal of pancreatology,Journal of pancreatology
journal_Iranian journal of veterinary research,Iranian journal of veterinary research
journal_American journal of medicine open,American journal of medicine open
journal_BMC medical education,BMC medical education
journal_HIV research & clinical practice,HIV research & clinical practice
journal_Journal of clinical research in pediatric endocrinology,Journal of clinical research in pediatric endocrinology
journal_BMC neurology,BMC neurology
journal_Expert review of respiratory medicine,Expert review of respiratory medicine
"journal_Materials (Basel, Switzerland)","Materials (Basel, Switzerland)"
journal_Protein expression and purification,Protein expression and purification
journal_Biotechnology & genetic engineering reviews,Biotechnology & genetic engineering reviews
journal_Journal of voice : official journal of the Voice Foundation,Journal of voice : official journal of the Voice Foundation
journal_EMBO reports,EMBO reports
journal_Journal of strength and conditioning research,Journal of strength and conditioning research
journal_International journal of nursing studies advances,International journal of nursing studies advances
journal_Shanghai kou qiang yi xue = Shanghai journal of stomatology,Shanghai kou qiang yi xue = Shanghai journal of stomatology
journal_JASA express letters,JASA express letters
journal_Breast cancer research : BCR,Breast cancer research : BCR
journal_Biomedical journal,Biomedical journal
journal_Bioinorganic chemistry and applications,Bioinorganic chemistry and applications
journal_Brain circulation,Brain circulation
journal_Science signaling,Science signaling
journal_Hypertension in pregnancy,Hypertension in pregnancy
journal_Carbohydrate research,Carbohydrate research
journal_Cornea,Cornea
journal_Contemporary clinical trials communications,Contemporary clinical trials communications
journal_Journal of proteome research,Journal of proteome research
journal_BMB reports,BMB reports
journal_Neuro-ophthalmology (Aeolus Press),Neuro-ophthalmology (Aeolus Press)
journal_JOR spine,JOR spine
journal_Journal of hand surgery global online,Journal of hand surgery global online
journal_The Journal of neuroscience : the official journal of the Society for Neuroscience,The Journal of neuroscience : the official journal of the Society for Neuroscience
journal_Molecular and cellular biochemistry,Molecular and cellular biochemistry
journal_Psychology research and behavior management,Psychology research and behavior management
journal_International urology and nephrology,International urology and nephrology
journal_Journal of clinical periodontology,Journal of clinical periodontology
journal_Traumatology,Traumatology
journal_Journal of family psychology : JFP : journal of the Division of Family Psychology of the American Psychological Association (Division 43),Journal of family psychology : JFP : journal of the Division of Family Psychology of the American Psychological Association (Division 43)
journal_International journal of genomics,International journal of genomics
"journal_Work (Reading, Mass.)","Work (Reading, Mass.)"
"journal_Explore (New York, N.Y.)","Explore (New York, N.Y.)"
journal_International journal of reproductive biomedicine,International journal of reproductive biomedicine
journal_Critical reviews in oncogenesis,Critical reviews in oncogenesis
journal_BMJ open gastroenterology,BMJ open gastroenterology
journal_Addiction neuroscience,Addiction neuroscience
journal_Acta obstetricia et gynecologica Scandinavica,Acta obstetricia et gynecologica Scandinavica
journal_Experimental hematology,Experimental hematology
journal_Leukemia,Leukemia
journal_American journal of physiology. Renal physiology,American journal of physiology. Renal physiology
journal_Chemistry & biodiversity,Chemistry & biodiversity
journal_Journal of global antimicrobial resistance,Journal of global antimicrobial resistance
journal_Rheumatology advances in practice,Rheumatology advances in practice
journal_Clinical epigenetics,Clinical epigenetics
journal_Oral diseases,Oral diseases
journal_AACE clinical case reports,AACE clinical case reports
journal_European journal of radiology,European journal of radiology
journal_Clinical neurophysiology practice,Clinical neurophysiology practice
journal_BMC chemistry,BMC chemistry
journal_International journal of mycobacteriology,International journal of mycobacteriology
journal_Memorias do Instituto Oswaldo Cruz,Memorias do Instituto Oswaldo Cruz
journal_Pharmacological research,Pharmacological research
journal_International journal of dermatology,International journal of dermatology
journal_Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica
journal_Advanced healthcare materials,Advanced healthcare materials
journal_Oman medical journal,Oman medical journal
journal_Allergy,Allergy
journal_Journal of family medicine and primary care,Journal of family medicine and primary care
journal_Yi chuan = Hereditas,Yi chuan = Hereditas
journal_Ageing research reviews,Ageing research reviews
"journal_Reproductive toxicology (Elmsford, N.Y.)","Reproductive toxicology (Elmsford, N.Y.)"
"journal_Zygote (Cambridge, England)","Zygote (Cambridge, England)"
"journal_Medicina (Kaunas, Lithuania)","Medicina (Kaunas, Lithuania)"
journal_Journal of traditional and complementary medicine,Journal of traditional and complementary medicine
journal_Royal Society open science,Royal Society open science
journal_Italian journal of pediatrics,Italian journal of pediatrics
journal_Personality and individual differences,Personality and individual differences
journal_Biophysics and physicobiology,Biophysics and physicobiology
journal_Hospital pharmacy,Hospital pharmacy
journal_CJC open,CJC open
"journal_Applied sciences (Basel, Switzerland)","Applied sciences (Basel, Switzerland)"
journal_IJU case reports,IJU case reports
journal_Journal of general and family medicine,Journal of general and family medicine
"journal_Hypertension (Dallas, Tex. : 1979)","Hypertension (Dallas, Tex. : 1979)"
journal_Research in social & administrative pharmacy : RSAP,Research in social & administrative pharmacy : RSAP
journal_Journal of tropical pediatrics,Journal of tropical pediatrics
journal_Current opinion in plant biology,Current opinion in plant biology
journal_ChemMedChem,ChemMedChem
"journal_Waste management (New York, N.Y.)","Waste management (New York, N.Y.)"
journal_Molecular phylogenetics and evolution,Molecular phylogenetics and evolution
journal_Ticks and tick-borne diseases,Ticks and tick-borne diseases
journal_Public health ethics,Public health ethics
journal_Accounts of chemical research,Accounts of chemical research
journal_International journal of prison health,International journal of prison health
"journal_Antibodies (Basel, Switzerland)","Antibodies (Basel, Switzerland)"
journal_Asian journal of anesthesiology,Asian journal of anesthesiology
journal_Tropical biomedicine,Tropical biomedicine
journal_NPJ biofilms and microbiomes,NPJ biofilms and microbiomes
journal_Clinics in colon and rectal surgery,Clinics in colon and rectal surgery
journal_Microbes and infection,Microbes and infection
journal_International journal of statistics in medical research,International journal of statistics in medical research
journal_Immune network,Immune network
journal_The Journal of infection,The Journal of infection
journal_The Eurasian journal of medicine,The Eurasian journal of medicine
journal_Brain research,Brain research
journal_Ying yong sheng tai xue bao = The journal of applied ecology,Ying yong sheng tai xue bao = The journal of applied ecology
journal_Cell communication and signaling : CCS,Cell communication and signaling : CCS
journal_Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases
journal_Bayesian analysis,Bayesian analysis
journal_Pathology oncology research : POR,Pathology oncology research : POR
"journal_Cancer reports (Hoboken, N.J.)","Cancer reports (Hoboken, N.J.)"
journal_Journal of biomaterials applications,Journal of biomaterials applications
journal_International journal of clinical pediatric dentistry,International journal of clinical pediatric dentistry
journal_Cancer management and research,Cancer management and research
journal_Journal of radiology case reports,Journal of radiology case reports
journal_Diabetes spectrum : a publication of the American Diabetes Association,Diabetes spectrum : a publication of the American Diabetes Association
journal_Immunological investigations,Immunological investigations
journal_Human antibodies,Human antibodies
journal_Clinica chimica acta; international journal of clinical chemistry,Clinica chimica acta; international journal of clinical chemistry
journal_BJR open,BJR open
journal_JDS communications,JDS communications
journal_ACS pharmacology & translational science,ACS pharmacology & translational science
"journal_Journal of Ayub Medical College, Abbottabad : JAMC","Journal of Ayub Medical College, Abbottabad : JAMC"
"journal_BioEssays : news and reviews in molecular, cellular and developmental biology","BioEssays : news and reviews in molecular, cellular and developmental biology"
journal_Journal of global infectious diseases,Journal of global infectious diseases
journal_International journal of food microbiology,International journal of food microbiology
journal_The American naturalist,The American naturalist
journal_Journal of molecular modeling,Journal of molecular modeling
journal_American journal of physiology. Gastrointestinal and liver physiology,American journal of physiology. Gastrointestinal and liver physiology
journal_Acta pharmacologica Sinica,Acta pharmacologica Sinica
journal_Physical medicine and rehabilitation clinics of North America,Physical medicine and rehabilitation clinics of North America
journal_Journal of the National Cancer Center,Journal of the National Cancer Center
journal_Acute medicine,Acute medicine
journal_Iranian journal of pharmaceutical research : IJPR,Iranian journal of pharmaceutical research : IJPR
journal_Indian journal of cancer,Indian journal of cancer
journal_Folia medica Cracoviensia,Folia medica Cracoviensia
journal_ACS infectious diseases,ACS infectious diseases
journal_Journal for immunotherapy of cancer,Journal for immunotherapy of cancer
journal_Biology letters,Biology letters
journal_Journal of clinical epidemiology,Journal of clinical epidemiology
journal_Accountability in research,Accountability in research
journal_Psychiatria polska,Psychiatria polska
journal_Medical teacher,Medical teacher
journal_Stem cell research & therapy,Stem cell research & therapy
journal_Clinical spine surgery,Clinical spine surgery
journal_Journal of dental sciences,Journal of dental sciences
journal_Molecular & cellular proteomics : MCP,Molecular & cellular proteomics : MCP
journal_Prague medical report,Prague medical report
journal_AIMS public health,AIMS public health
journal_Journal of neuroinflammation,Journal of neuroinflammation
journal_Annals of surgical oncology,Annals of surgical oncology
journal_Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology,Journal of clinical virology : the official publication of the Pan American Society for Clinical Virology
journal_Dermatologic clinics,Dermatologic clinics
journal_Livers,Livers
journal_RSC chemical biology,RSC chemical biology
journal_Gastroenterology clinics of North America,Gastroenterology clinics of North America
journal_Health care science,Health care science
journal_Sustainable chemistry and pharmacy,Sustainable chemistry and pharmacy
journal_Japanese journal of infectious diseases,Japanese journal of infectious diseases
journal_Gastrointestinal tumors,Gastrointestinal tumors
journal_European heart journal. Imaging methods and practice,European heart journal. Imaging methods and practice
journal_Gastrointestinal endoscopy,Gastrointestinal endoscopy
journal_American heart journal plus : cardiology research and practice,American heart journal plus : cardiology research and practice
journal_Hepatology forum,Hepatology forum
journal_Obstetrics and gynecology,Obstetrics and gynecology
journal_Discover nano,Discover nano
journal_Molbank,Molbank
journal_American journal of lifestyle medicine,American journal of lifestyle medicine
journal_Liver international : official journal of the International Association for the Study of the Liver,Liver international : official journal of the International Association for the Study of the Liver
journal_Indian journal of thoracic and cardiovascular surgery,Indian journal of thoracic and cardiovascular surgery
journal_Polish journal of microbiology,Polish journal of microbiology
journal_Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit,Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit
journal_Applied neuropsychology. Child,Applied neuropsychology. Child
journal_Journal of Parkinson's disease,Journal of Parkinson's disease
journal_Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion,Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion
"journal_Yeast (Chichester, England)","Yeast (Chichester, England)"
journal_Current opinion in structural biology,Current opinion in structural biology
journal_Cytotherapy,Cytotherapy
journal_Seminars in hearing,Seminars in hearing
journal_Journal of neuroimmune pharmacology : the official journal of the Society on NeuroImmune Pharmacology,Journal of neuroimmune pharmacology : the official journal of the Society on NeuroImmune Pharmacology
"journal_Plant, cell & environment","Plant, cell & environment"
journal_Access microbiology,Access microbiology
journal_Molecular imaging and biology,Molecular imaging and biology
journal_Acta naturae,Acta naturae
journal_Postgraduate medicine,Postgraduate medicine
journal_The annals of applied statistics,The annals of applied statistics
journal_Journal of AOAC International,Journal of AOAC International
journal_Aging cell,Aging cell
journal_Annals of gastroenterological surgery,Annals of gastroenterological surgery
journal_Journal of mid-life health,Journal of mid-life health
journal_AMB Express,AMB Express
journal_Seminars in thoracic and cardiovascular surgery. Pediatric cardiac surgery annual,Seminars in thoracic and cardiovascular surgery. Pediatric cardiac surgery annual
journal_Transboundary and emerging diseases,Transboundary and emerging diseases
journal_Transplantation,Transplantation
journal_Current topics in membranes,Current topics in membranes
journal_BMJ (Clinical research ed.),BMJ (Clinical research ed.)
journal_Archives of rehabilitation research and clinical translation,Archives of rehabilitation research and clinical translation
journal_Archiv der Pharmazie,Archiv der Pharmazie
journal_JSES international,JSES international
journal_Journal of chemical information and modeling,Journal of chemical information and modeling
journal_Mathematical biosciences,Mathematical biosciences
journal_Chinese herbal medicines,Chinese herbal medicines
journal_BJUI compass,BJUI compass
journal_Sleep medicine clinics,Sleep medicine clinics
journal_Journal of diabetes science and technology,Journal of diabetes science and technology
journal_Expert review of endocrinology & metabolism,Expert review of endocrinology & metabolism
journal_Photodiagnosis and photodynamic therapy,Photodiagnosis and photodynamic therapy
journal_Journal of cancer education : the official journal of the American Association for Cancer Education,Journal of cancer education : the official journal of the American Association for Cancer Education
journal_The British journal of oral & maxillofacial surgery,The British journal of oral & maxillofacial surgery
journal_Insects,Insects
journal_Nature reviews. Endocrinology,Nature reviews. Endocrinology
journal_Cancer research communications,Cancer research communications
journal_The Journal of parasitology,The Journal of parasitology
journal_Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology],Brazilian journal of microbiology : [publication of the Brazilian Society for Microbiology]
journal_Atherosclerosis,Atherosclerosis
journal_International journal of adolescent medicine and health,International journal of adolescent medicine and health
"journal_Contemporary oncology (Poznan, Poland)","Contemporary oncology (Poznan, Poland)"
journal_Animal biotechnology,Animal biotechnology
"journal_The journal of nutrition, health & aging","The journal of nutrition, health & aging"
"journal_Journal of biomedical materials research. Part B, Applied biomaterials","Journal of biomedical materials research. Part B, Applied biomaterials"
journal_Current urology,Current urology
"journal_Gut microbiome (Cambridge, England)","Gut microbiome (Cambridge, England)"
journal_Molecular vision,Molecular vision
journal_Clinical psychological science : a journal of the Association for Psychological Science,Clinical psychological science : a journal of the Association for Psychological Science
journal_BMC nephrology,BMC nephrology
journal_Cambridge prisms. Precision medicine,Cambridge prisms. Precision medicine
"journal_International review of psychiatry (Abingdon, England)","International review of psychiatry (Abingdon, England)"
journal_Journal of immunological methods,Journal of immunological methods
journal_Folia microbiologica,Folia microbiologica
journal_BMC urology,BMC urology
journal_Stigma and health,Stigma and health
journal_Advances in neurodevelopmental disorders,Advances in neurodevelopmental disorders
journal_Advances in laboratory medicine,Advances in laboratory medicine
journal_Reports of practical oncology and radiotherapy : journal of Greatpoland Cancer Center in Poznan and Polish Society of Radiation Oncology,Reports of practical oncology and radiotherapy : journal of Greatpoland Cancer Center in Poznan and Polish Society of Radiation Oncology
journal_Journal of education and health promotion,Journal of education and health promotion
"journal_Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology","Comparative biochemistry and physiology. Part B, Biochemistry & molecular biology"
journal_Revista panamericana de salud publica = Pan American journal of public health,Revista panamericana de salud publica = Pan American journal of public health
journal_Journal of hepatocellular carcinoma,Journal of hepatocellular carcinoma
journal_The journal of physical chemistry letters,The journal of physical chemistry letters
journal_Journal of ovarian research,Journal of ovarian research
journal_International journal of environmental research and public health,International journal of environmental research and public health
journal_Genomics & informatics,Genomics & informatics
journal_Iranian journal of child neurology,Iranian journal of child neurology
journal_Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research,Value in health : the journal of the International Society for Pharmacoeconomics and Outcomes Research
journal_Lipids in health and disease,Lipids in health and disease
journal_Omics : a journal of integrative biology,Omics : a journal of integrative biology
journal_Conservation physiology,Conservation physiology
journal_Contemporary clinical trials,Contemporary clinical trials
journal_Medical image analysis,Medical image analysis
journal_International journal of systematic and evolutionary microbiology,International journal of systematic and evolutionary microbiology
journal_Aphasiology,Aphasiology
"journal_Genesis (New York, N.Y. : 2000)","Genesis (New York, N.Y. : 2000)"
journal_Nature synthesis,Nature synthesis
journal_Bioresources and bioprocessing,Bioresources and bioprocessing
journal_The Journal of antibiotics,The Journal of antibiotics
"journal_Immunoinformatics (Amsterdam, Netherlands)","Immunoinformatics (Amsterdam, Netherlands)"
journal_Reproductive biomedicine online,Reproductive biomedicine online
journal_Water environment research : a research publication of the Water Environment Federation,Water environment research : a research publication of the Water Environment Federation
journal_Current heart failure reports,Current heart failure reports
journal_Frontiers in toxicology,Frontiers in toxicology
journal_Iranian journal of basic medical sciences,Iranian journal of basic medical sciences
journal_Journal of clinical anesthesia,Journal of clinical anesthesia
journal_Journal of food protection,Journal of food protection
journal_Proteins,Proteins
"journal_APMIS : acta pathologica, microbiologica, et immunologica Scandinavica","APMIS : acta pathologica, microbiologica, et immunologica Scandinavica"
journal_Immunology and cell biology,Immunology and cell biology
journal_Journal of veterinary medical education,Journal of veterinary medical education
journal_Frontiers in clinical diabetes and healthcare,Frontiers in clinical diabetes and healthcare
journal_Case reports in genetics,Case reports in genetics
journal_Acta medica Indonesiana,Acta medica Indonesiana
journal_Acta myologica : myopathies and cardiomyopathies : official journal of the Mediterranean Society of Myology,Acta myologica : myopathies and cardiomyopathies : official journal of the Mediterranean Society of Myology
journal_Obstetric medicine,Obstetric medicine
journal_Arab journal of urology,Arab journal of urology
journal_Virology journal,Virology journal
journal_Journal of infection in developing countries,Journal of infection in developing countries
journal_Journal of theoretical biology,Journal of theoretical biology
journal_Differentiation; research in biological diversity,Differentiation; research in biological diversity
journal_Methods and protocols,Methods and protocols
"journal_Nephrology (Carlton, Vic.)","Nephrology (Carlton, Vic.)"
journal_Complementary medicine research,Complementary medicine research
journal_Journal of law and medicine,Journal of law and medicine
journal_Current journal of neurology,Current journal of neurology
journal_Polymers,Polymers
journal_Frontiers in artificial intelligence,Frontiers in artificial intelligence
journal_Archives of microbiology,Archives of microbiology
journal_Harefuah,Harefuah
journal_BMC pharmacology & toxicology,BMC pharmacology & toxicology
"journal_Light, science & applications","Light, science & applications"
journal_Scandinavian journal of immunology,Scandinavian journal of immunology
journal_Nature chemistry,Nature chemistry
"journal_Journal of anaesthesiology, clinical pharmacology","Journal of anaesthesiology, clinical pharmacology"
journal_Veterinary microbiology,Veterinary microbiology
journal_Histopathology,Histopathology
journal_Journal of genetic counseling,Journal of genetic counseling
journal_International journal for equity in health,International journal for equity in health
journal_The plant genome,The plant genome
"journal_Plant biotechnology (Tokyo, Japan)","Plant biotechnology (Tokyo, Japan)"
journal_Journal of the Turkish German Gynecological Association,Journal of the Turkish German Gynecological Association
journal_International journal of mental health and addiction,International journal of mental health and addiction
journal_Comparative biochemistry and physiology. Toxicology & pharmacology : CBP,Comparative biochemistry and physiology. Toxicology & pharmacology : CBP
"journal_Pediatric health, medicine and therapeutics","Pediatric health, medicine and therapeutics"
journal_AIMS microbiology,AIMS microbiology
journal_The Journal of supercomputing,The Journal of supercomputing
journal_Clinical oral investigations,Clinical oral investigations
journal_Nature genetics,Nature genetics
journal_Beneficial microbes,Beneficial microbes
journal_Biological & pharmaceutical bulletin,Biological & pharmaceutical bulletin
journal_Nature medicine,Nature medicine
journal_AJOG global reports,AJOG global reports
journal_The Journal of toxicological sciences,The Journal of toxicological sciences
journal_American journal of physiology. Lung cellular and molecular physiology,American journal of physiology. Lung cellular and molecular physiology
journal_Database : the journal of biological databases and curation,Database : the journal of biological databases and curation
journal_European journal of clinical investigation,European journal of clinical investigation
journal_European heart journal open,European heart journal open
"journal_Federal practitioner : for the health care professionals of the VA, DoD, and PHS","Federal practitioner : for the health care professionals of the VA, DoD, and PHS"
"journal_Nutrition, metabolism, and cardiovascular diseases : NMCD","Nutrition, metabolism, and cardiovascular diseases : NMCD"
journal_Seminars in respiratory and critical care medicine,Seminars in respiratory and critical care medicine
journal_The Lancet. Oncology,The Lancet. Oncology
journal_Apoptosis : an international journal on programmed cell death,Apoptosis : an international journal on programmed cell death
journal_Metallomics : integrated biometal science,Metallomics : integrated biometal science
journal_Placenta,Placenta
"journal_Journal of chemotherapy (Florence, Italy)","Journal of chemotherapy (Florence, Italy)"
journal_American journal of otolaryngology,American journal of otolaryngology
journal_Advances in clinical chemistry,Advances in clinical chemistry
journal_Stem cell reports,Stem cell reports
journal_Journal of medical ethics and history of medicine,Journal of medical ethics and history of medicine
journal_The Journal of clinical endocrinology and metabolism,The Journal of clinical endocrinology and metabolism
journal_Laryngoscope investigative otolaryngology,Laryngoscope investigative otolaryngology
journal_CHEST critical care,CHEST critical care
journal_Molecular cancer therapeutics,Molecular cancer therapeutics
journal_Physical review. E,Physical review. E
journal_Current topics in developmental biology,Current topics in developmental biology
journal_Laboratory investigation; a journal of technical methods and pathology,Laboratory investigation; a journal of technical methods and pathology
journal_Global cardiology science & practice,Global cardiology science & practice
journal_Translational sports medicine,Translational sports medicine
journal_Xenotransplantation,Xenotransplantation
journal_Journal of ethnopharmacology,Journal of ethnopharmacology
journal_Non-coding RNA,Non-coding RNA
journal_JACC. Case reports,JACC. Case reports
"journal_Journal of undergraduate neuroscience education : JUNE : a publication of FUN, Faculty for Undergraduate Neuroscience","Journal of undergraduate neuroscience education : JUNE : a publication of FUN, Faculty for Undergraduate Neuroscience"
journal_Hematological oncology,Hematological oncology
journal_Health care transitions,Health care transitions
journal_Brain research bulletin,Brain research bulletin
journal_Acta biomaterialia,Acta biomaterialia
journal_Journal of pediatric urology,Journal of pediatric urology
journal_European journal of heart failure,European journal of heart failure
journal_International journal of clinical oncology,International journal of clinical oncology
journal_Neuropsychologia,Neuropsychologia
journal_ACS chemical neuroscience,ACS chemical neuroscience
journal_Journal of psychiatric research,Journal of psychiatric research
"journal_Sensors (Basel, Switzerland)","Sensors (Basel, Switzerland)"
"journal_Human fertility (Cambridge, England)","Human fertility (Cambridge, England)"
journal_Journal of visualized experiments : JoVE,Journal of visualized experiments : JoVE
journal_Journal of clinical and translational hepatology,Journal of clinical and translational hepatology
"journal_Hepatology (Baltimore, Md.)","Hepatology (Baltimore, Md.)"
"journal_Nutrition (Burbank, Los Angeles County, Calif.)","Nutrition (Burbank, Los Angeles County, Calif.)"
journal_Chem,Chem
journal_Science in One Health,Science in One Health
journal_IEEE robotics and automation letters,IEEE robotics and automation letters
journal_Revista colombiana de obstetricia y ginecologia,Revista colombiana de obstetricia y ginecologia
journal_Plant direct,Plant direct
journal_Cancer research,Cancer research
journal_International review of cell and molecular biology,International review of cell and molecular biology
journal_Persoonia,Persoonia
journal_Biochimie,Biochimie
journal_Journal of community hospital internal medicine perspectives,Journal of community hospital internal medicine perspectives
journal_Journal of pineal research,Journal of pineal research
journal_Shoulder & elbow,Shoulder & elbow
journal_Critical reviews in oncology/hematology,Critical reviews in oncology/hematology
journal_Journal of clinical lipidology,Journal of clinical lipidology
journal_Molecular carcinogenesis,Molecular carcinogenesis
journal_Biochemistry,Biochemistry
journal_Genomics,Genomics
journal_JACC. CardioOncology,JACC. CardioOncology
journal_Diagnostic microbiology and infectious disease,Diagnostic microbiology and infectious disease
journal_Npj imaging,Npj imaging
journal_Taiwan journal of ophthalmology,Taiwan journal of ophthalmology
journal_International journal of microbiology,International journal of microbiology
journal_The Biochemical journal,The Biochemical journal
journal_Folia medica,Folia medica
journal_Clinical & experimental metastasis,Clinical & experimental metastasis
journal_AAPS PharmSciTech,AAPS PharmSciTech
journal_Heart rhythm,Heart rhythm
journal_MedEdPublish (2016),MedEdPublish (2016)
journal_Cancer investigation,Cancer investigation
journal_Strategies in trauma and limb reconstruction,Strategies in trauma and limb reconstruction
journal_Frontiers in ophthalmology,Frontiers in ophthalmology
journal_Journal of biomedical materials research. Part A,Journal of biomedical materials research. Part A
journal_EJHaem,EJHaem
journal_Water research X,Water research X
journal_Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology,Photochemical & photobiological sciences : Official journal of the European Photochemistry Association and the European Society for Photobiology
journal_Biomacromolecules,Biomacromolecules
journal_ZooKeys,ZooKeys
journal_mLife,mLife
journal_Perfusion,Perfusion
journal_Computational biology and chemistry,Computational biology and chemistry
journal_Neurochemical research,Neurochemical research
journal_Journal of medical biochemistry,Journal of medical biochemistry
"journal_Annals of allergy, asthma & immunology : official publication of the American College of Allergy, Asthma, & Immunology","Annals of allergy, asthma & immunology : official publication of the American College of Allergy, Asthma, & Immunology"
journal_Neurosurgical focus,Neurosurgical focus
journal_Future medicinal chemistry,Future medicinal chemistry
journal_Stem cell research,Stem cell research
journal_Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS),Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS)
journal_Journal of applied glycoscience,Journal of applied glycoscience
journal_Nigerian journal of clinical practice,Nigerian journal of clinical practice
journal_Middle East journal of digestive diseases,Middle East journal of digestive diseases
journal_Expert opinion on pharmacotherapy,Expert opinion on pharmacotherapy
journal_Indian journal of pediatrics,Indian journal of pediatrics
journal_Oncotarget,Oncotarget
journal_Gynecology and minimally invasive therapy,Gynecology and minimally invasive therapy
journal_Therapeutic advances in urology,Therapeutic advances in urology
journal_Journal of the American Society for Mass Spectrometry,Journal of the American Society for Mass Spectrometry
journal_Plant diversity,Plant diversity
journal_Bio Systems,Bio Systems
journal_International journal of sports physiology and performance,International journal of sports physiology and performance
journal_Social problems,Social problems
journal_The Journal of prosthetic dentistry,The Journal of prosthetic dentistry
journal_Proceedings. International Conference on Computational Science and Computational Intelligence,Proceedings. International Conference on Computational Science and Computational Intelligence
journal_Nan fang yi ke da xue xue bao = Journal of Southern Medical University,Nan fang yi ke da xue xue bao = Journal of Southern Medical University
journal_Clinical practice and cases in emergency medicine,Clinical practice and cases in emergency medicine
"journal_Attention, perception & psychophysics","Attention, perception & psychophysics"
journal_Methods in enzymology,Methods in enzymology
journal_Neuropathology and applied neurobiology,Neuropathology and applied neurobiology
journal_European clinical respiratory journal,European clinical respiratory journal
journal_ACS sensors,ACS sensors
journal_Microbiome research reports,Microbiome research reports
journal_NPJ microgravity,NPJ microgravity
journal_Sheng li xue bao : [Acta physiologica Sinica],Sheng li xue bao : [Acta physiologica Sinica]
journal_Archives of gerontology and geriatrics,Archives of gerontology and geriatrics
journal_GigaScience,GigaScience
journal_Journal of technology in behavioral science,Journal of technology in behavioral science
journal_Current opinion in toxicology,Current opinion in toxicology
journal_Biochemistry and molecular biology education : a bimonthly publication of the International Union of Biochemistry and Molecular Biology,Biochemistry and molecular biology education : a bimonthly publication of the International Union of Biochemistry and Molecular Biology
journal_Lancet regional health. Americas,Lancet regional health. Americas
journal_Journal of clinical immunology,Journal of clinical immunology
journal_Diabetology & metabolic syndrome,Diabetology & metabolic syndrome
"journal_Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS","Anasthesiologie, Intensivmedizin, Notfallmedizin, Schmerztherapie : AINS"
journal_Biotechnology progress,Biotechnology progress
journal_Mucosal immunology,Mucosal immunology
journal_Physical activity and nutrition,Physical activity and nutrition
journal_Journal of plant physiology,Journal of plant physiology
"journal_Therapeutic apheresis and dialysis : official peer-reviewed journal of the International Society for Apheresis, the Japanese Society for Apheresis, the Japanese Society for Dialysis Therapy","Therapeutic apheresis and dialysis : official peer-reviewed journal of the International Society for Apheresis, the Japanese Society for Apheresis, the Japanese Society for Dialysis Therapy"
journal_The Plant journal : for cell and molecular biology,The Plant journal : for cell and molecular biology
journal_Endocrine reviews,Endocrine reviews
journal_Dentistry journal,Dentistry journal
journal_Current topics in microbiology and immunology,Current topics in microbiology and immunology
journal_Anesthesiology and pain medicine,Anesthesiology and pain medicine
journal_Clinical laboratory,Clinical laboratory
journal_Nutrition research and practice,Nutrition research and practice
journal_Inflammopharmacology,Inflammopharmacology
