node_id,pmid,title,journal,year,doi,n_authors,n_mesh_terms
paper_36967903,36967903,"Examinations of mechanical, and shielding properties of CeO<sub>2</sub> reinforced B<sub>2</sub>O<sub>3</sub>-ZnF<sub>2</sub>-Er<sub>2</sub>O<sub>3</sub>-ZnO glasses for gamma-ray shield and neutron applications.",Heliyon,2023.0,10.1016/j.heliyon.2023.e14435,8,0
paper_30365143,30365143,Gemcitabine combined with an engineered oncolytic vaccinia virus exhibits a synergistic suppressive effect on the tumor growth of pancreatic cancer.,Oncology reports,2019.0,10.3892/or.2018.6817,8,18
paper_37958980,37958980,Application of Luteolin in Neoplasms and Nonneoplastic Diseases.,International journal of molecular sciences,2023.0,10.3390/ijms242115995,8,7
paper_39114056,39114056,An extensive investigation of convolutional neural network designs for the diagnosis of lumpy skin disease in dairy cows.,Heliyon,2024.0,10.1016/j.heliyon.2024.e34242,1,0
paper_38280745,38280745,Pathology and Clinical Significance of Inflammatory Bowel Disease-Associated Colorectal Dysplastic Lesions.,Gastroenterology clinics of North America,2024.0,10.1016/j.gtc.2023.09.005,2,8
paper_38276262,38276262,Chronic Kidney Disease Interplay with Comorbidities and Carbohydrate Metabolism: A Review.,"Life (Basel, Switzerland)",2023.0,10.3390/life14010013,3,0
paper_38235332,38235332,Proteasome assembly chaperone translation upon stress requires Ede1 phase separation at the plasma membrane.,iScience,2024.0,10.1016/j.isci.2023.108732,4,0
paper_36605797,36605797,"Decoration of graphene oxide nanosheets with carboxymethylcellulose hydrogel, silk fibroin and magnetic nanoparticles for biomedical and hyperthermia applications.",Nanoscale advances,2022.0,10.1039/d2na00394e,9,0
paper_38159617,38159617,Efficacy of rhizobacteria Paenibacillus polymyxa SY42 for the biological control of Atractylodes chinensis root rot.,Microbial pathogenesis,2024.0,10.1016/j.micpath.2023.106517,8,5
paper_37958398,37958398,Phase II Trial Evaluating Olaparib Maintenance in Patients with Metastatic Castration-Resistant Prostate Cancer Responsive or Stabilized on Docetaxel Treatment: SOGUG-IMANOL Study.,Cancers,2023.0,10.3390/cancers15215223,13,0
paper_38234835,38234835,CRISPRmap: Sequencing-free optical pooled screens mapping multi-omic phenotypes in cells and tissue.,bioRxiv : the preprint server for biology,2023.0,10.1101/2023.12.26.572587,22,0
paper_38132435,38132435,"In Silico Evaluation of Coding and Non-Coding nsSNPs in the Thrombopoietin Receptor (<i>MPL</i>) Proto-Oncogene: Assessing Their Influence on Protein Stability, Structure, and Function.",Current issues in molecular biology,2023.0,10.3390/cimb45120589,5,0
paper_32904395,32904395,Early diagnosis of COVID-19-affected patients based on X-ray and computed tomography images using deep learning algorithm.,Soft computing,2023.0,10.1007/s00500-020-05275-y,7,0
paper_38112645,38112645,Steroids in the Management of Infectious Keratitis.,Cornea,2023.0,10.1097/ICO.0000000000003340,1,9
paper_38137407,38137407,An Overview on Lipid Droplets Accumulation as Novel Target for Acute Myeloid Leukemia Therapy.,Biomedicines,2023.0,10.3390/biomedicines11123186,2,0
paper_27125463,27125463,Transvaginal cervical length measurement at 22- to 26-week pregnancy in prediction of preterm births in twin pregnancies.,"The journal of maternal-fetal & neonatal medicine : the official journal of the European Association of Perinatal Medicine, the Federation of Asia and Oceania Perinatal Societies, the International Society of Perinatal Obstetricians",2017.0,10.1080/14767058.2016.1183636,2,12
paper_31851778,31851778,Long noncoding RNA ZFAS1 promotes tumorigenesis and metastasis in nasopharyngeal carcinoma by sponging miR-892b to up-regulate LPAR1 expression.,Journal of cellular and molecular medicine,2020.0,10.1111/jcmm.14823,5,19
paper_34745507,34745507,Human Glioma Cells Therapy Using ATRA-Induced Differentiation Method to Promote the Inhibitive Effect of TMZ and CCDP.,Journal of healthcare engineering,2021.0,10.1155/2021/6717582,5,7
paper_40433331,40433331,"A Rapid MRI Protocol for Acute Pediatric Musculoskeletal Infection Eliminates Contrast, Decreases Sedation, Scan and Interpretation Time, Hospital Length of Stay, and Charges.",Journal of the Pediatric Orthopaedic Society of North America,2023.0,10.55275/JPOSNA-2023-731,6,0
paper_34931138,34931138,Prevention Effects of Chain Management on Pressure Ulcers of Hospitalized Patients.,Journal of healthcare engineering,2021.0,10.1155/2021/6368189,4,4
paper_38642008,38642008,"Diallyl disulfide antagonizes DJ-1 mediated proliferation, epithelial-mesenchymal transition, and chemoresistance in gastric cancer cells.",Environmental toxicology,2024.0,10.1002/tox.24300,9,15
paper_38057446,38057446,Effect of glyphosate on the growth and survival of rhizobia isolated from root nodules of grass pea (Lathyrus sativus L.).,Scientific reports,2023.0,10.1038/s41598-023-48424-7,7,6
paper_34081254,34081254,"Downregulation of Hyaluronic acid-CD44 signaling pathway in cervical cancer cell by natural polyphenols Plumbagin, Pongapin and Karanjin.",Molecular and cellular biochemistry,2021.0,10.1007/s11010-021-04195-1,5,13
paper_38939521,38939521,Predicting venous thromboembolism (VTE) risk in cancer patients using machine learning.,Health care science,2023.0,10.1002/hcs2.55,6,0
paper_38076026,38076026,Pattern of cephalosporin and carbapenem-resistant <i>Pseudomonas aeruginosa</i>: a retrospective analysis.,IJID regions,2024.0,10.1016/j.ijregi.2023.11.012,13,0
paper_28678776,28678776,Crystal structures of agonist-bound human cannabinoid receptor CB<sub>1</sub>.,Nature,2017.0,10.1038/nature23272,20,12
paper_38327629,38327629,Design and computational analysis of an effective multi-epitope vaccine candidate using subunit B of cholera toxin as a build-in adjuvant against urinary tract infections.,BioImpacts : BI,2024.0,10.34172/bi.2023.27513,5,0
paper_37333050,37333050,Green and rapid and instrumental one-pot method for the synthesis of imidazolines having potential anti-SARS-CoV-2 main protease activity.,Sustainable chemistry and pharmacy,2023.0,10.1016/j.scp.2023.101136,8,0
paper_24618844,24618844,Chemopreventive evaluation of a Schiff base derived copper (II) complex against azoxymethane-induced colorectal cancer in rats.,PloS one,2014.0,10.1371/journal.pone.0091246,15,19
paper_20386603,20386603,RETRACTED: Coxiella burnetii in humans and ticks in rural Senegal.,PLoS neglected tropical diseases,2010.0,10.1371/journal.pntd.0000654,9,28
paper_36018864,36018864,Targeted non AR mediated smart delivery of abiraterone to the prostate cancer.,PloS one,2022.0,10.1371/journal.pone.0272396,4,9
paper_34368345,34368345,Protective Effect of Luteolin on D-Galactosamine (D-Gal)/Lipopolysaccharide (LPS) Induced Hepatic Injury by in Mice.,BioMed research international,2021.0,10.1155/2021/2252705,3,14
paper_2972597,2972597,"[Enoximone, a new phosphodiesterase inhibitor: the spectrum of applications during heart surgery--a comparison with dobutamine].",Herz,1988.0,,5,16
paper_38171849,38171849,Dysregulated Leukotriene Metabolism in Patients with COVID-19.,Japanese journal of infectious diseases,2024.0,10.7883/yoken.JJID.2023.211,11,15
paper_38264382,38264382,Low Risk Meets High Stakes: Unraveling the Mystery of Low D-dimer Pulmonary Embolism.,Cureus,2023.0,10.7759/cureus.51045,6,0
paper_34512751,34512751,LncRNA NKILA Promotes Epithelial-Mesenchymal Transition of Liver Cancer Cells by Targeting miR-485-5p.,Journal of oncology,2021.0,10.1155/2021/1281031,4,0
paper_38188013,38188013,A voyage from the ER: spatiotemporal insights into polarized protein secretion in neurons.,Frontiers in cell and developmental biology,2023.0,10.3389/fcell.2023.1333738,2,0
paper_34914808,34914808,Clinical features of 375 COVID-19 cases imported from Russia through the Suifenhe port and countermeasures.,PloS one,2021.0,10.1371/journal.pone.0261437,10,16
paper_38275845,38275845,Current Biomedical Applications of 3D-Printed Hydrogels.,"Gels (Basel, Switzerland)",2023.0,10.3390/gels10010008,6,0
paper_34630986,34630986,A Meta-Analysis on Evaluation of Nosocomial Infections Amongst Patients in a Tertiary Care Hospital.,Journal of healthcare engineering,2021.0,10.1155/2021/4386423,3,7
paper_39015761,39015761,Current Surgical Methods in Local Rectal Excision.,Gastrointestinal tumors,2023.0,10.1159/000538958,3,0
paper_38203202,38203202,Serum-Resistant Ternary DNA Polyplexes for Suicide Gene Therapy of Uterine Leiomyoma.,International journal of molecular sciences,2023.0,10.3390/ijms25010034,8,7
paper_34919250,34919250,Treatment of lean PCOS teenagers: a follow-up comparison between Myo-Inositol and oral contraceptives.,European review for medical and pharmacological sciences,2021.0,10.26355/eurrev_202112_27447,6,13
paper_34590152,34590152,AKR1C1 alleviates LPS‑induced ALI in mice by activating the JAK2/STAT3 signaling pathway.,Molecular medicine reports,2021.0,10.3892/mmr.2021.12473,5,18
paper_38220425,38220425,Analysis of endoglucanases production using metatranscriptomics and proteomics approach.,Advances in protein chemistry and structural biology,2024.0,10.1016/bs.apcsb.2023.04.005,2,4
paper_39044791,39044791,Decreased liver-to-spleen ratio in low-dose computed tomography as a biomarker of fatty liver disease reflects risk for myocardial ischaemia.,European heart journal. Imaging methods and practice,2023.0,10.1093/ehjimp/qyad016,4,0
paper_39491112,39491112,Salvage treatment for local recurrence after endoscopic resection for superficial nonampullary duodenal epithelial tumors.,Gastrointestinal endoscopy,2023.0,10.1016/j.gie.2023.10.049,19,0
paper_38511180,38511180,"Trends in incidence and clinical outcome of non-ST elevation myocardial infarction in patients with amyloidosis in the United States, 2010-2020.",American heart journal plus : cardiology research and practice,2023.0,10.1016/j.ahjo.2023.100336,10,0
paper_38150117,38150117,Spice-Induced Metal Contamination and Microbiological Risk Assessment of Instant Noodles Prepared for Human Consumption.,Biological trace element research,2024.0,10.1007/s12011-023-04018-y,9,7
paper_38487739,38487739,The pleiotropic approach to coronavirus disease-19 pathogenesis: The impact of liver diseases associated host genetic variants.,Hepatology forum,2024.0,10.14744/hf.2023.2023.0018,3,0
paper_17945180,17945180,Retracted: Tobacco proliferating cell nuclear antigen binds directly and stimulates both activity and processivity of ddNTP-sensitive mungbean DNA polymerase.,Archives of biochemistry and biophysics,2007.0,10.1016/j.abb.2007.09.009,4,10
paper_38324592,38324592,"Board characteristics, institutional ownership, and investment efficiency: Evidence from an emerging market.",PloS one,2024.0,10.1371/journal.pone.0291309,5,4
paper_30741812,30741812,Pessary Compared With Vaginal Progesterone for the Prevention of Preterm Birth in Women With Twin Pregnancies and Cervical Length Less Than 38 mm: A Randomized Controlled Trial.,Obstetrics and gynecology,2019.0,10.1097/AOG.0000000000003136,10,17
paper_38062330,38062330,A review on selenium and gold nanoparticles combined photodynamic and photothermal prostate cancer tumors ablation.,Discover nano,2023.0,10.1186/s11671-023-03936-z,12,0
paper_38274708,38274708,"(<i>R</i>)-(+)-3,5-Dinitro-<i>N</i>-(1-phenylethyl)benzothioamide.",Molbank,2023.0,10.3390/m1650,2,0
paper_35528533,35528533,Renal Doppler Ultrasound in the Evaluation of Renal Function in Patients with Sepsis.,Applied bionics and biomechanics,2022.0,10.1155/2022/3472405,4,0
paper_18401974,18401974,The efficacy and safety of a single dose of polyhexamethylene biguanide gynaecologic solution versus a seven-dose regimen of vaginal clindamycin cream in patients with bacterial vaginosis.,European review for medical and pharmacological sciences,2008.0,,5,12
paper_36273595,36273595,Unravelling the potential plant growth activity of halotolerant Bacillus licheniformis NJ04 isolated from soil and its possible use as a green bioinoculant on Solanum lycopersicum L.,Environmental research,2023.0,10.1016/j.envres.2022.114620,8,6
paper_36438683,36438683,The Importance of Early Identification for Parkinson's Disease Patients with Postural Instability and Gait Disturbance.,Computational intelligence and neuroscience,2022.0,10.1155/2022/6701519,8,6
paper_12434826,12434826,"Touch, awareness of touch, and compliance with a request.",Perceptual and motor skills,2002.0,10.2466/pms.2002.95.2.355,1,9
paper_38203518,38203518,Comprehensive Analysis of PANoptosis-Related Gene Signature of Ulcerative Colitis.,International journal of molecular sciences,2023.0,10.3390/ijms25010348,12,6
paper_39507915,39507915,A Cancer Center Multidisciplinary Lifestyle Medicine Clinic: Description of Program and Patient Population.,American journal of lifestyle medicine,2024.0,10.1177/15598276231206381,11,0
paper_38116554,38116554,Designing and Expression of Recombinant Chimeric Spike Protein from SARS-CoV-2 in <i>Escherichia coli</i> and Its Immunogenicity Assessment.,Iranian journal of pharmaceutical research : IJPR,2023.0,10.5812/ijpr-137751,5,0
paper_15910496,15910496,"Interferons alpha, beta, gamma each inhibit hepatitis C virus replication at the level of internal ribosome entry site-mediated translation.",Liver international : official journal of the International Association for the Study of the Liver,2005.0,10.1111/j.1478-3231.2005.01082.x,10,14
paper_38389778,38389778,The ımpact of radiofrequency ablation on quality of life/symptoms (VEINES-QOL/Sym questionnaire score) in patients with chronic venous ınsufficiency.,Indian journal of thoracic and cardiovascular surgery,2024.0,10.1007/s12055-023-01625-1,4,0
paper_11687973,11687973,A novel function of tissue factor pathway inhibitor-2 (TFPI-2) in human glioma invasion.,Oncogene,2001.0,10.1038/sj.onc.1204847,13,17
paper_38201424,38201424,RETRACTED: Left Ventricular Non-Compaction in Children: Aetiology and Diagnostic Criteria.,"Diagnostics (Basel, Switzerland)",2024.0,10.3390/diagnostics14010115,14,0
paper_28887692,28887692,Molecular and biochemical evidence on the protective role of ellagic acid and silybin against oxidative stress-induced cellular aging.,Molecular and cellular biochemistry,2018.0,10.1007/s11010-017-3172-0,7,9
paper_29956731,29956731,Quercetin‑3‑methyl ether suppresses human breast cancer stem cell formation by inhibiting the Notch1 and PI3K/Akt signaling pathways.,International journal of molecular medicine,2018.0,10.3892/ijmm.2018.3741,9,20
paper_35979056,35979056,"Influence of Nurse-Led Health Education on Self-Management Ability, Satisfaction, and Compliance of Elderly Patients with Chronic Obstructive Pulmonary Disease Based on Knowledge, Belief, and Practice Model.",Computational and mathematical methods in medicine,2022.0,10.1155/2022/1782955,5,9
paper_38103008,38103008,Molecular Identification of Strains within the <i>Mycobacterium abscessus</i> Complex and Determination of Resistance to Macrolides and Aminoglycosides.,Polish journal of microbiology,2023.0,10.33073/pjm-2023-048,5,8
paper_38046810,38046810,Identification of immunological characterization and Anoikis-related molecular clusters in rheumatoid arthritis.,Frontiers in molecular biosciences,2023.0,10.3389/fmolb.2023.1202371,15,0
paper_38144939,38144939,Effect of Low-Level Laser Irradiation (810 nm) on the Proliferation and Differentiation of Osteoblast-Like Cells Cultured on SLA Titanium Discs Exposed to a Peri-implantitis Environment.,Journal of lasers in medical sciences,2023.0,10.34172/jlms.2023.57,5,0
paper_36312191,36312191,COVID-19 stress and wellbeing: A phenomenological qualitative study of Pakistani Medical Doctors.,Frontiers in psychology,2022.0,10.3389/fpsyg.2022.920192,5,0
paper_38273944,38273944,Genomic prediction reveals unexplored variation in grain protein and lysine content across a vast winter wheat genebank collection.,Frontiers in plant science,2023.0,10.3389/fpls.2023.1270298,4,0
paper_38279883,38279883,COVID-19 vaccine acceptability among healthcare workers in Yemen.,Eastern Mediterranean health journal = La revue de sante de la Mediterranee orientale = al-Majallah al-sihhiyah li-sharq al-mutawassit,2023.0,10.26719/emhj.23.109,10,8
paper_27384222,27384222,RETRACTED: RhoB Acts as a Tumor Suppressor That Inhibits Malignancy of Clear Cell Renal Cell Carcinoma.,PloS one,2016.0,10.1371/journal.pone.0157599,12,17
paper_38147649,38147649,Social anxiety disorder-associated gut microbiota increases social fear.,Proceedings of the National Academy of Sciences of the United States of America,2024.0,10.1073/pnas.2308706120,23,9
paper_38390997,38390997,Hyperspectral imaging-based erythema classification in atopic dermatitis.,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),2024.0,10.1111/srt.13631,2,6
paper_38455622,38455622,Normal intellectual ability and hyperprolactinemia as unique clinical manifestations of congenital hypothyroidism: A case report and review of hypotheses.,Narra J,2023.0,10.52225/narra.v3i3.205,6,0
paper_38367962,38367962,"RETRACTED ARTICLE: Psychological Resilience, Emotional Symptoms, and Recovery Duration in Adolescent Sport-Related Concussion.",Applied neuropsychology. Child,2026.0,10.1080/21622965.2024.2317307,8,0
paper_25061060,25061060,Genetic susceptibility model of Parkinson's disease resulting from exposure of DJ-1 deficient mice to MPTP: evaluation of neuroprotection by Ubisol-Q10.,Journal of Parkinson's disease,2014.0,10.3233/JPD-140368,8,17
paper_38050233,38050233,High expression of NADH Ubiquinone Oxidoreductase Subunit B11 induces catheter-associated venous thrombosis on continuous blood purification.,Medicine,2023.0,10.1097/MD.0000000000036520,2,7
paper_38312192,38312192,CMV Infection Post Allogeneic Hematopoietic Stem Cell Transplantation in a Resource Limited Country.,Indian journal of hematology & blood transfusion : an official journal of Indian Society of Hematology and Blood Transfusion,2024.0,10.1007/s12288-023-01655-0,11,0
paper_37196019,37196019,"Digital transformation, industrial structure change, and economic growth motivation: An empirical analysis based on manufacturing industry in Yangtze River Delta.",PloS one,2023.0,10.1371/journal.pone.0284803,3,6
paper_38304498,38304498,Intraosseous clear cell mucoepidermoid carcinoma: A case report and evaluation.,Journal of oral and maxillofacial pathology : JOMFP,2023.0,10.4103/jomfp.jomfp_133_23,3,0
paper_38276037,38276037,Spinal Orthosis in Adolescent Idiopathic Scoliosis: An Overview of the Braces Provided by the National Health Service in Italy.,"Medicina (Kaunas, Lithuania)",2023.0,10.3390/medicina60010003,12,10
paper_35242299,35242299,Construction of an Immune-Autophagy Prognostic Model Based on ssGSEA Immune Scoring Algorithm Analysis and Prognostic Value Exploration of the Immune-Autophagy Gene in Endometrial Carcinoma (EC) Based on Bioinformatics.,Journal of healthcare engineering,2022.0,10.1155/2022/7832618,4,9
paper_38099423,38099423,Engineering heterothallic strains in fission yeast.,"Yeast (Chichester, England)",2024.0,10.1002/yea.3914,6,4
paper_38148227,38148227,Decoding the guardians of cotton resilience: A comprehensive exploration of the βCA genes and its role in Verticillium dahliae resistance.,Physiologia plantarum,2023.0,10.1111/ppl.14113,15,9
paper_27082857,27082857,Leptin promotes breast cancer cell migration and invasion via IL-18 expression and secretion.,International journal of oncology,2016.0,10.3892/ijo.2016.3483,10,17
paper_30412786,30412786,Bilateral uterine artery ligation plus intravenous tranexamic acid during cesarean delivery for placenta previa: a randomized double-blind controlled trial.,Journal of gynecology obstetrics and human reproduction,2019.0,10.1016/j.jogoh.2018.10.023,3,14
paper_27093541,27093541,Entrapment of H1N1 Influenza Virus Derived Conserved Peptides in PLGA Nanoparticles Enhances T Cell Response and Vaccine Efficacy in Pigs.,PloS one,2016.0,10.1371/journal.pone.0151922,12,19
paper_36211036,36211036,"Probing the Reactions of Thiourea (CH<sub>4</sub>N<sub>2</sub>S) with Metals (X = Au, Hf, Hg, Ir, Os, W, Pt, and Re) Anchored on Fullerene Surfaces (C<sub>59</sub>X).",ACS omega,2022.0,10.1021/acsomega.2c04044,7,0
paper_32984325,32984325,"Circular RNA circ-0016068 Promotes the Growth, Migration, and Invasion of Prostate Cancer Cells by Regulating the miR-330-3p/BMI-1 Axis as a Competing Endogenous RNA.",Frontiers in cell and developmental biology,2020.0,10.3389/fcell.2020.00827,6,0
paper_38060647,38060647,Structural mechanism of outer kinetochore Dam1-Ndc80 complex assembly on microtubules.,"Science (New York, N.Y.)",2023.0,10.1126/science.adj8736,7,10
paper_38105414,38105414,Ablation of DGKα facilitates α-smooth muscle actin expression via the Smad and PKCδ signaling pathways during the acute phase of CCl<sub>4</sub> -induced hepatic injury.,FEBS open bio,2024.0,10.1002/2211-5463.13749,7,8
paper_19654875,19654875,Blocking TLR2 activity attenuates pulmonary metastases of tumor.,PloS one,2009.0,10.1371/journal.pone.0006520,15,9
paper_34956560,34956560,Defending against Internal Attacks in Healthcare-Based WSNs.,Journal of healthcare engineering,2021.0,10.1155/2021/2081246,3,4
paper_37951023,37951023,Biology and function of exosomes in tumor immunotherapy.,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2023.0,10.1016/j.biopha.2023.115853,3,7
paper_32038723,32038723,Linc00662 Promotes Tumorigenesis and Progression by Regulating miR-497-5p/AVL9 Axis in Colorectal Cancer.,Frontiers in genetics,2019.0,10.3389/fgene.2019.01385,8,0
paper_38087030,38087030,Rab7 localized on zymogen granules is involved in maturation but not in autophagy or regulated exocytosis in pancreatic acinar cells.,Scientific reports,2023.0,10.1038/s41598-023-49520-4,8,12
paper_38101027,38101027,Bonds and bytes: The odyssey of structural biology.,Current opinion in structural biology,2024.0,10.1016/j.sbi.2023.102746,4,5
paper_38618544,38618544,Postpartum lifestyle behaviour among women with prior gestational diabetes mellitus: evidence from the HUNT study.,"BMJ nutrition, prevention & health",2023.0,10.1136/bmjnph-2022-000612,8,0
paper_35809637,35809637,In-house fabrication of macro-porous biopolymeric hydrogel and its deployment for adsorptive remediation of lead and cadmium from water matrices.,Environmental research,2022.0,10.1016/j.envres.2022.113790,9,13
paper_38069981,38069981,Influence of the isolation method on characteristics and functional activity of mesenchymal stromal cell-derived extracellular vesicles.,Cytotherapy,2024.0,10.1016/j.jcyt.2023.11.001,10,7
paper_38274787,38274787,Comprehensive analysis of an endoplasmic reticulum stress-related gene prediction model and immune infiltration in idiopathic pulmonary fibrosis.,Frontiers in immunology,2023.0,10.3389/fimmu.2023.1305025,10,6
paper_38143279,38143279,Integration of proteomics in the molecular tumor board.,Proteomics,2024.0,10.1002/pmic.202300002,2,6
paper_39196250,39196250,Transcriptional profiling unveils molecular subgroups of adaptive and maladaptive right ventricular remodeling in pulmonary hypertension.,Nature cardiovascular research,2023.0,10.1038/s44161-023-00338-3,26,16
paper_35068692,35068692,Cloud vendor selection for the healthcare industry using a big data-driven decision model with probabilistic linguistic information.,"Applied intelligence (Dordrecht, Netherlands)",2022.0,10.1007/s10489-021-02913-2,6,0
paper_22895819,22895819,Effect of Etiasa on the expression of matrix metalloproteinase-2 and tumor necrosis factor-α in a rat model of ulcerative colitis.,Molecular medicine reports,2012.0,10.3892/mmr.2012.1021,4,14
paper_38370521,38370521,"History of Tinnitus Research at the VA National Center for Rehabilitative Auditory Research (NCRAR), 1997-2021: Studies and Key Findings.",Seminars in hearing,2024.0,10.1055/s-0043-1770140,8,0
paper_38203695,38203695,Integrated Transcriptomic and Metabolomic Analyses Identify Critical Genes and Metabolites Associated with Seed Vigor of Common Wheat.,International journal of molecular sciences,2023.0,10.3390/ijms25010526,5,5
paper_38110615,38110615,Peripheral MC1R Activation Modulates Immune Responses and is Neuroprotective in a Mouse Model of Parkinson's Disease.,Journal of neuroimmune pharmacology : the official journal of the Society on NeuroImmune Pharmacology,2023.0,10.1007/s11481-023-10094-7,11,11
paper_38075843,38075843,"Design, Synthesis, and Functional Studies on Noscapine and Cotarnine Amino Acid Derivatives as Antitumor Agents.",ACS omega,2023.0,10.1021/acsomega.3c05488,6,0
paper_38259487,38259487,Identification of the shared genetic architecture underlying seven autoimmune diseases with GWAS summary statistics.,Frontiers in immunology,2023.0,10.3389/fimmu.2023.1303675,8,6
paper_38222741,38222741,First case of congenital methemoglobinemia in Nepalese population: a case report.,Annals of medicine and surgery (2012),2024.0,10.1097/MS9.0000000000001552,3,0
paper_38203470,38203470,Polyploid Genome Assembly Provides Insights into Morphological Development and Ascorbic Acid Accumulation of <i>Sauropus androgynus</i>.,International journal of molecular sciences,2023.0,10.3390/ijms25010300,9,5
paper_34349892,34349892,IoT-Based Wearable Sensors and Bidirectional LSTM Network for Action Recognition of Aerobics Athletes.,Journal of healthcare engineering,2021.0,10.1155/2021/9601420,4,6
paper_38739304,38739304,Impact of English-Speaking Environments and Chinese Language Pronunciation on the Speaking Proficiency of English Learners in China: A Comprehensive Study.,Journal of psycholinguistic research,2024.0,10.1007/s10936-024-10065-w,2,14
paper_38109021,38109021,Reverse transcription loop-mediated isothermal amplification (RT-LAMP) primer design based on Indonesia SARS-CoV-2 RNA sequence.,"Journal, genetic engineering & biotechnology",2023.0,10.1186/s43141-023-00580-z,3,0
paper_38111217,38111217,"Redox regulation in chloroplast thylakoid lumen: The pmf changes everything, again.","Plant, cell & environment",2024.0,10.1111/pce.14789,3,7
paper_28535015,28535015,The circadian clock gene PER2 plays an important role in tumor suppression through regulating tumor-associated genes in human oral squamous cell carcinoma.,Oncology reports,2017.0,10.3892/or.2017.5653,7,15
paper_38058465,38058465,Predictors of efficacy of anamorelin in patients with non‑small cell lung cancer and cachexia: A retrospective study.,Oncology letters,2024.0,10.3892/ol.2023.14154,9,0
paper_38107929,38107929,Synthesis of Schiff Bases Based on Chitosan and Heterocyclic Moiety: Evaluation of Antimicrobial Activity.,ACS omega,2023.0,10.1021/acsomega.3c08446,5,0
paper_38017325,38017325,MET-receptor targeted fluorescent imaging and spectroscopy to detect multifocal papillary thyroid cancer.,European journal of nuclear medicine and molecular imaging,2024.0,10.1007/s00259-023-06525-5,17,11
paper_38188237,38188237,<i>Staphylococcus</i> Great Britain and Ireland 2023 (StaphGBI 2023) Conference Report.,Access microbiology,2023.0,10.1099/acmi.0.000730.v3,2,0
paper_39973437,39973437,Clinical application of subharmonic aided pressure estimation (SHAPE) in the assessment of portal hypertension in patients with decompensated cirrhosis: A pilot study.,Clinical hemorheology and microcirculation,2025.0,10.1177/13860291241304056,8,12
paper_38110791,38110791,Detection of Intestinal Inflammation by Vascular Adhesion Protein-1-Targeted [<sup>68</sup>Ga]Ga-DOTA-Siglec-9 Positron Emission Tomography in Murine Models of Inflammatory Bowel Disease.,Molecular imaging and biology,2024.0,10.1007/s11307-023-01885-8,12,11
paper_38304735,38304735,Standardizing default electronic health record tools to improve safety for hospitalized patients with Parkinson's disease.,Frontiers in aging neuroscience,2023.0,10.3389/fnagi.2023.1278322,8,0
paper_37748060,37748060,"DAT, deacylating autotransporter toxin, from <i>Bordetella parapertussis</i> demyristoylates Gα<sub>i</sub> GTPases and contributes to cough.",Proceedings of the National Academy of Sciences of the United States of America,2023.0,10.1073/pnas.2308260120,6,10
paper_38234600,38234600,System for Self-excited Targeted Photodynamic Therapy Based on the Multimodal Protein DARP-NanoLuc-SOPP3.,Acta naturae,2023.0,10.32607/actanaturae.27331,5,0
paper_38804907,38804907,The interaction between insulin resistance and Alzheimer's disease: a review article.,Postgraduate medicine,2024.0,10.1080/00325481.2024.2360887,9,6
paper_37994208,37994208,Synthesis and Anti-Melanoma Activity of Acryloyl Pyridinone Analogues.,Chemistry & biodiversity,2023.0,10.1002/cbdv.202301550,13,7
paper_39093136,39093136,"Determination of associated factors with death in Staphylococcus aureus bacteremia in hospitalized patients during the COVID-19 pandemic: A single-center, retrospective study.",Revista medica de Chile,2023.0,10.4067/s0034-98872023001001319,10,14
paper_38289778,38289778,Portal Hypertension among Patients with Chronic Liver Disease Admitted to the Department of Internal Medicine of a Tertiary Care Centre.,JNMA; journal of the Nepal Medical Association,2023.0,10.31729/jnma.8294,9,8
paper_35855994,35855994,Are farmers technically efficient in growing sorghum crops?: evidence from western part of Ethiopia Gudeya Bila district.,Heliyon,2022.0,10.1016/j.heliyon.2022.e09907,1,0
paper_33204722,33204722,Revealing PAK2's Function in the Cell Division through MKLP1's Interactome.,BioMed research international,2020.0,10.1155/2020/8854245,5,11
paper_36089959,36089959,Accident Liability Determination of Autonomous Driving Systems Based on Artificial Intelligence Technology and Its Impact on Public Mental Health.,Journal of environmental and public health,2022.0,10.1155/2022/2671968,2,5
paper_36263253,36263253,Drug Resistance Mechanism of Enterobacteriaceae with Decreased Antibiotic Sensitivity.,Applied bionics and biomechanics,2022.0,10.1155/2022/8285437,4,0
paper_38046186,38046186,PAIRWISE NONLINEAR DEPENDENCE ANALYSIS OF GENOMIC DATA.,The annals of applied statistics,2023.0,10.1214/23-aoas1745,7,0
paper_35422725,35422725,"Community Wellbeing Under China-Pakistan Economic Corridor: Role of Social, Economic, Cultural, and Educational Factors in Improving Residents' Quality of Life.",Frontiers in psychology,2021.0,10.3389/fpsyg.2021.816592,5,0
paper_36610457,36610457,Differentiation Between Humic and Non-Humic Substances Using Alkaline Extraction and Ultraviolet Spectroscopy.,Journal of AOAC International,2023.0,10.1093/jaoacint/qsad001,4,2
paper_38010070,38010070,Influence of environmental risk factors on the development of wounds associated with squamous cell carcinoma.,International wound journal,2024.0,10.1111/iwj.14506,9,13
